"WeekCountry";"FstDose";"SecDose"
"Poland2021-23";3524640.0;5957324.0
"Poland2021-24";2418984.0;5562380.0
"Poland2021-25";1797118.0;5505640.0
"Poland2021-26";1571182.0;4387116.0
"Poland2021-27";1162022.0;4560222.0
"Poland2021-28";1194126.0;3646792.0
"Poland2021-29";1105384.0;2372624.0
"Poland2021-30";1113034.0;1518172.0
"Poland2021-31";993590.0;1037250.0
"Poland2021-32";879390.0;732950.0
"Poland2021-33";735280.0;705668.0
"Poland2021-34";706002.0;643008.0
"Poland2021-35";566608.0;527574.0
"Poland2021-36";480472.0;405920.0
"Poland2021-37";445790.0;356086.0
"Poland2021-38";442366.0;323784.0
"Poland2021-39";367848.0;293864.0
"Poland2021-40";334258.0;260962.0
"Poland2021-41";311018.0;242364.0
"Poland2021-42";340776.0;219350.0
"Poland2021-43";414740.0;203948.0
"Poland2021-44";405304.0;175134.0
"Poland2021-45";445242.0;154192.0
"Poland2021-46";575228.0;245040.0
"Poland2021-47";715768.0;228780.0
"Poland2021-48";691692.0;264936.0
"Poland2021-49";664420.0;325230.0
"Poland2021-50";677822.0;392924.0
"Poland2021-51";408852.0;230026.0
"Poland2021-52";418326.0;367396.0
"Poland2022-01";505590.0;554214.0
"Poland2022-02";519984.0;475768.0
"Poland2022-03";431094.0;323950.0
"Poland2022-04";348484.0;335910.0
"Poland2022-05";241754.0;371008.0
"Poland2022-06";168824.0;326644.0
"Poland2022-07";113366.0;278772.0
"Poland2022-08";95924.0;219166.0
"Poland2022-09";70412.0;148324.0
"Poland2022-10";52734.0;96580.0
"Poland2022-11";46650.0;76994.0
"Poland2022-12";46876.0;58806.0
"Poland2022-13";90554.0;42714.0
"Poland2022-14";25622.0;30672.0
"Poland2022-15";18748.0;22558.0
"Poland2022-16";38790.0;25208.0
"Poland2022-17";62476.0;20978.0
"Poland2022-18";13248.0;12526.0
"Poland2022-19";36646.0;13828.0
"Poland2022-20";28216.0;12792.0
"Poland2022-21";18808.0;10492.0
"Poland2022-22";13320.0;10478.0
"Poland2022-23";12372.0;9848.0
"Poland2022-24";9150.0;6328.0
"Poland2022-25";9694.0;8474.0
"Poland2022-26";8010.0;6462.0
"Poland2022-27";8492.0;4998.0
"Poland2022-28";11002.0;5130.0
"Poland2022-29";10942.0;5976.0
"Poland2022-30";12274.0;7718.0
"Poland2022-31";15168.0;10148.0
"Poland2022-32";14804.0;10928.0
"Poland2022-33";11990.0;9132.0
"Poland2022-34";13528.0;11606.0
"Poland2022-35";14106.0;11412.0
"Poland2022-36";25702.0;10382.0
"Poland2022-37";14540.0;10532.0
"Poland2022-38";14452.0;9840.0
"Poland2022-39";42850.0;10228.0
"Poland2022-40";8904.0;7594.0
"Poland2022-41";11126.0;6542.0
"Poland2022-42";8420.0;6130.0
"Poland2022-43";15990.0;6466.0
"Poland2022-44";20732.0;4234.0
"Poland2022-45";4064.0;4034.0
"Poland2022-46";4080.0;4440.0
"Poland2022-47";3376.0;3764.0
"Poland2022-48";18528.0;2876.0
"Poland2022-49";3438.0;2442.0
"Poland2022-50";3386.0;2248.0
"Poland2022-51";3062.0;1474.0
"Poland2022-52";6078.0;1410.0
"Poland2023-01";3626.0;2042.0
"Poland2023-02";4968.0;2588.0
"Poland2023-03";3798.0;2492.0
"Poland2023-04";3428.0;2426.0
"Poland2023-05";3366.0;2818.0
"Poland2023-06";2994.0;2274.0
"Poland2023-07";2490.0;2330.0
"Poland2023-08";2196.0;2182.0
"Poland2023-09";2242.0;1936.0
"Poland2023-10";1782.0;1758.0
"Poland2023-11";2398.0;1600.0
"Poland2023-12";2484.0;1362.0
"Poland2023-13";2050.0;1340.0
"Poland2023-14";1314.0;1154.0
"Poland2023-15";1666.0;1282.0
"Poland2023-16";1598.0;2018.0
"Poland2023-17";2224.0;1752.0
"Poland2023-18";570.0;648.0
"Poland2023-19";1638.0;1364.0
"Poland2023-20";706.0;776.0
"Poland2023-21";724.0;748.0
"Poland2023-22";500.0;514.0
"Poland2023-23";288.0;348.0
"Poland2023-24";358.0;572.0
"Poland2023-25";234.0;326.0
"Poland2023-26";292.0;292.0
"Poland2023-27";230.0;282.0
"Poland2023-28";196.0;200.0
"Poland2023-29";182.0;168.0
"Poland2023-30";162.0;168.0
"Poland2023-31";172.0;202.0
"Poland2023-32";192.0;168.0
"Poland2023-33";166.0;178.0
"Poland2023-34";238.0;210.0
"Poland2023-35";352.0;178.0
"Poland2023-36";204.0;144.0
"Poland2023-37";188.0;234.0
"Poland2023-38";250.0;276.0
"Poland2023-39";240.0;318.0
"Portugal2020-52";15557.0;18.0
"Portugal2020-53";93099.0;81.0
"Portugal2021-01";147222.0;445.0
"Portugal2021-02";152022.0;3719.0
"Portugal2021-03";370311.0;97511.0
"Portugal2021-04";129233.0;135037.0
"Portugal2021-05";75577.0;99530.0
"Portugal2021-06";125688.0;255941.0
"Portugal2021-07";313760.0;137895.0
"Portugal2021-08";535095.0;56723.0
"Portugal2021-09";423870.0;95918.0
"Portugal2021-10";298368.0;151183.0
"Portugal2021-11";254936.0;329662.0
"Portugal2021-12";782851.0;67848.0
"Portugal2021-13";423397.0;257291.0
"Portugal2021-14";779890.0;164126.0
"Portugal2021-15";1287538.0;168660.0
"Portugal2021-16";643904.0;423944.0
"Portugal2021-17";1053608.0;272608.0
"Portugal2021-18";1164714.0;629894.0
"Portugal2021-19";934112.0;870659.0
"Portugal2021-20";1003200.0;595426.0
"Portugal2021-21";858912.0;847960.0
"Portugal2021-22";877664.0;856980.0
"Portugal2021-23";1183688.0;679441.0
"Portugal2021-24";1155223.0;1069651.0
"Portugal2021-25";1280601.0;911249.0
"Portugal2021-26";1262643.0;1228113.0
"Portugal2021-27";1430692.0;1759712.0
"Portugal2021-28";1096957.0;1228901.0
"Portugal2021-29";843398.0;1186852.0
"Portugal2021-30";631976.0;1203055.0
"Portugal2021-31";748393.0;1183289.0
"Portugal2021-32";1242985.0;641189.0
"Portugal2021-33";1248272.0;398308.0
"Portugal2021-34";882070.0;300603.0
"Portugal2021-35";403763.0;753874.0
"Portugal2021-36";197663.0;768159.0
"Portugal2021-37";140627.0;647225.0
"Portugal2021-38";108201.0;272264.0
"Portugal2021-39";72697.0;161504.0
"Portugal2021-40";46773.0;123974.0
"Portugal2021-41";53060.0;109351.0
"Portugal2021-42";40863.0;87133.0
"Portugal2021-43";39893.0;54112.0
"Portugal2021-44";30389.0;40179.0
"Portugal2021-45";39222.0;46183.0
"Portugal2021-46";57419.0;41469.0
"Portugal2021-47";59989.0;39799.0
"Portugal2021-48";79435.0;44404.0
"Portugal2021-49";68402.0;53155.0
"Portugal2021-50";232236.0;40530.0
"Portugal2021-51";36557.0;42713.0
"Portugal2021-52";38102.0;55825.0
"Portugal2022-01";444411.0;35256.0
"Portugal2022-02";62183.0;47662.0
"Portugal2022-03";43229.0;32114.0
"Portugal2022-04";30542.0;27804.0
"Portugal2022-05";75495.0;133092.0
"Portugal2022-06";22193.0;30280.0
"Portugal2022-07";17530.0;26884.0
"Portugal2022-08";15483.0;203422.0
"Portugal2022-09";6014.0;15802.0
"Portugal2022-10";8119.0;22442.0
"Portugal2022-11";6442.0;11228.0
"Portugal2022-12";7708.0;22092.0
"Portugal2022-13";7015.0;19360.0
"Portugal2022-14";5630.0;9443.0
"Portugal2022-15";3095.0;4084.0
"Portugal2022-16";7019.0;13257.0
"Portugal2022-17";6247.0;13733.0
"Portugal2022-18";5894.0;13062.0
"Portugal2022-19";6201.0;13140.0
"Portugal2022-20";6322.0;11909.0
"Portugal2022-21";6338.0;11645.0
"Portugal2022-22";4690.0;7830.0
"Portugal2022-23";4058.0;6560.0
"Portugal2022-24";4078.0;6618.0
"Portugal2022-25";4803.0;8970.0
"Portugal2022-26";4120.0;6597.0
"Portugal2022-27";3970.0;5530.0
"Portugal2022-28";3145.0;4943.0
"Portugal2022-29";3343.0;4411.0
"Portugal2022-30";3028.0;4316.0
"Portugal2022-31";2419.0;3471.0
"Portugal2022-32";1986.0;3242.0
"Portugal2022-33";1929.0;2853.0
"Portugal2022-34";2572.0;3686.0
"Portugal2022-35";2119.0;3558.0
"Portugal2022-36";2083.0;2857.0
"Portugal2022-37";1573.0;2157.0
"Portugal2022-38";1667.0;2106.0
"Portugal2022-39";1484.0;2146.0
"Portugal2022-40";1349.0;1874.0
"Portugal2022-41";1495.0;1829.0
"Portugal2022-42";1852.0;2024.0
"Portugal2022-43";2186.0;2577.0
"Portugal2022-44";1003.0;1105.0
"Portugal2022-45";1448.0;1510.0
"Portugal2022-46";1261.0;1284.0
"Portugal2022-47";1286.0;1570.0
"Portugal2022-48";1078.0;1214.0
"Portugal2022-49";1064.0;1057.0
"Portugal2022-50";1164.0;1400.0
"Portugal2022-51";650.0;734.0
"Portugal2022-52";489.0;609.0
"Portugal2023-01";592.0;614.0
"Portugal2023-02";888.0;808.0
"Portugal2023-03";758.0;837.0
"Portugal2023-04";832.0;1015.0
"Portugal2023-05";803.0;1032.0
"Portugal2023-06";602.0;706.0
"Portugal2023-07";734.0;766.0
"Portugal2023-08";469.0;494.0
"Portugal2023-09";560.0;554.0
"Portugal2023-10";351.0;399.0
"Portugal2023-11";380.0;468.0
"Portugal2023-12";312.0;350.0
"Portugal2023-13";271.0;361.0
"Portugal2023-14";177.0;242.0
"Portugal2023-15";340.0;329.0
"Portugal2023-16";245.0;285.0
"Portugal2023-17";236.0;297.0
"Portugal2023-18";83.0;134.0
"Portugal2023-19";218.0;192.0
"Portugal2023-20";130.0;169.0
"Portugal2023-21";149.0;181.0
"Portugal2023-22";78.0;141.0
"Portugal2023-23";61.0;70.0
"Portugal2023-24";100.0;92.0
"Portugal2023-25";122.0;87.0
"Portugal2023-26";80.0;109.0
"Portugal2023-27";99.0;88.0
"Portugal2023-28";64.0;68.0
"Portugal2023-29";78.0;52.0
"Portugal2023-30";61.0;67.0
"Portugal2023-31";51.0;44.0
"Portugal2023-32";22.0;53.0
"Portugal2023-33";65.0;25.0
"Portugal2023-34";208.0;60.0
"Portugal2023-35";71.0;51.0
"Portugal2023-36";46.0;14.0
"Portugal2023-37";37.0;40.0
"Portugal2023-38";47.0;56.0
"Portugal2023-39";86086.0;115.0
"Romania2021-04";1442507.0;318189.0
"Romania2021-05";147105.0;276857.0
"Romania2021-06";62928.0;507707.0
"Romania2021-07";244470.0;311370.0
"Romania2021-08";234106.0;86923.0
"Romania2021-09";537385.0;73755.0
"Romania2021-10";560128.0;125701.0
"Romania2021-11";609906.0;130690.0
"Romania2021-12";390724.0;408344.0
"Romania2021-13";345973.0;456883.0
"Romania2021-14";358453.0;440695.0
"Romania2021-15";691012.0;392089.0
"Romania2021-16";830961.0;386345.0
"Romania2021-17";626519.0;389322.0
"Romania2021-18";568728.0;772677.0
"Romania2021-19";597948.0;898272.0
"Romania2021-20";405479.0;758571.0
"Romania2021-21";4631010.0;4161948.0
"Romania2021-22";407451.0;856919.0
"Romania2021-23";336219.0;533962.0
"Romania2021-24";229471.0;358715.0
"Romania2021-25";190124.0;285041.0
"Romania2021-26";183297.0;189154.0
"Romania2021-27";181334.0;122548.0
"Romania2021-28";167931.0;100701.0
"Romania2021-29";191984.0;95531.0
"Romania2021-30";188424.0;91095.0
"Romania2021-31";188881.0;77905.0
"Romania2021-32";166869.0;80986.0
"Romania2021-33";161929.0;74675.0
"Romania2021-34";161659.0;70953.0
"Romania2021-35";137407.0;54887.0
"Romania2021-36";119769.0;47593.0
"Romania2021-37";159950.0;52053.0
"Romania2021-38";279284.0;52955.0
"Romania2021-39";405328.0;52670.0
"Romania2021-40";512943.0;67485.0
"Romania2021-41";631688.0;112560.0
"Romania2021-42";1368778.0;172737.0
"Romania2021-43";1749212.0;238992.0
"Romania2021-44";858618.0;309481.0
"Romania2021-45";528373.0;678033.0
"Romania2021-46";448783.0;799895.0
"Romania2021-47";326416.0;452562.0
"Romania2021-48";189045.0;282699.0
"Romania2021-49";174736.0;259455.0
"Romania2021-50";127182.0;186094.0
"Romania2021-51";86026.0;89019.0
"Romania2021-52";74011.0;79242.0
"Romania2022-01";135037.0;89188.0
"Romania2022-02";109848.0;53783.0
"Romania2022-03";74744.0;45804.0
"Romania2022-04";59493.0;64382.0
"Romania2022-05";43902.0;64138.0
"Romania2022-06";35609.0;51437.0
"Romania2022-07";21897.0;44040.0
"Romania2022-08";17315.0;37974.0
"Romania2022-09";12815.0;27223.0
"Romania2022-10";7513.0;16334.0
"Romania2022-11";6135.0;12592.0
"Romania2022-12";5825.0;11035.0
"Romania2022-13";4756.0;8615.0
"Romania2022-14";4293.0;6981.0
"Romania2022-15";3596.0;6946.0
"Romania2022-16";2711.0;5150.0
"Romania2022-17";2979.0;5560.0
"Romania2022-18";2879.0;4552.0
"Romania2022-19";2397.0;3594.0
"Romania2022-20";1994.0;2627.0
"Romania2022-21";2128.0;3046.0
"Romania2022-22";1686.0;2410.0
"Romania2022-23";1782.0;2563.0
"Romania2022-24";1391.0;2060.0
"Romania2022-25";1309.0;1988.0
"Romania2022-26";1382.0;2070.0
"Romania2022-27";1347.0;1962.0
"Romania2022-28";1852.0;2511.0
"Romania2022-29";2052.0;2670.0
"Romania2022-30";1961.0;2283.0
"Romania2022-31";2018.0;2290.0
"Romania2022-32";1963.0;2168.0
"Romania2022-33";1542.0;1751.0
"Romania2022-34";1671.0;2002.0
"Romania2022-35";1718.0;1514.0
"Romania2022-36";1604.0;1657.0
"Romania2022-37";1095.0;957.0
"Romania2022-38";1237.0;951.0
"Romania2022-39";1203.0;1206.0
"Romania2022-40";747.0;776.0
"Romania2022-41";650.0;757.0
"Romania2022-42";601.0;700.0
"Romania2022-43";674.0;620.0
"Romania2022-44";562.0;556.0
"Romania2022-45";681.0;473.0
"Romania2022-46";511.0;367.0
"Romania2022-47";426.0;381.0
"Romania2022-48";312.0;344.0
"Romania2022-49";561.0;606.0
"Romania2022-51";366.0;354.0
"Romania2022-52";171.0;333.0
"Romania2023-01";225.0;330.0
"Romania2023-02";177.0;288.0
"Romania2023-03";483.0;322.0
"Romania2023-04";414.0;311.0
"Romania2023-05";572.0;318.0
"Romania2023-06";386.0;297.0
"Romania2023-07";273.0;287.0
"Romania2023-08";384.0;365.0
"Romania2023-09";390.0;298.0
"Romania2023-10";326.0;212.0
"Romania2023-11";345.0;249.0
"Romania2023-12";309.0;233.0
"Romania2023-13";363.0;215.0
"Romania2023-14";246.0;122.0
"Romania2023-15";276.0;185.0
"Romania2023-16";168.0;120.0
"Romania2023-17";241.0;128.0
"Romania2023-18";96.0;127.0
"Romania2023-19";108.0;89.0
"Romania2023-20";48.0;60.0
"Romania2023-21";84.0;47.0
"Romania2023-22";75.0;47.0
"Romania2023-23";81.0;87.0
"Romania2023-24";54.0;42.0
"Romania2023-25";81.0;21.0
"Romania2023-26";51.0;70.0
"Romania2023-27";51.0;64.0
"Romania2023-28";42.0;21.0
"Romania2023-29";46.0;18.0
"Romania2023-30";42.0;67.0
"Romania2023-31";27.0;22.0
"Romania2023-32";18.0;25.0
"Romania2023-33";15.0;25.0
"Romania2023-34";18.0;25.0
"Romania2023-35";18.0;10.0
"Romania2023-36";28.0;42.0
"Romania2023-37";39.0;13.0
"Romania2023-38";30.0;38.0
"Romania2023-39";45.0;25.0
"Slovakia2020-52";610.0;0.0
"Slovakia2020-53";8464.0;10.0
"Slovakia2021-01";51611.0;50.0
"Slovakia2021-02";66922.0;78.0
"Slovakia2021-03";70536.0;5758.0
"Slovakia2021-04";80492.0;14115.0
"Slovakia2021-05";92152.0;45676.0
"Slovakia2021-06";101580.0;63266.0
"Slovakia2021-07";79340.0;65975.0
"Slovakia2021-08";76829.0;77080.0
"Slovakia2021-09";102609.0;93495.0
"Slovakia2021-10";137025.0;75519.0
"Slovakia2021-11";215198.0;50027.0
"Slovakia2021-12";227786.0;35605.0
"Slovakia2021-13";196804.0;14947.0
"Slovakia2021-14";220243.0;51585.0
"Slovakia2021-15";194329.0;116667.0
"Slovakia2021-16";138066.0;166147.0
"Slovakia2021-17";177104.0;161205.0
"Slovakia2021-18";241020.0;158880.0
"Slovakia2021-19";307522.0;163800.0
"Slovakia2021-20";330042.0;169924.0
"Slovakia2021-21";300408.0;200912.0
"Slovakia2021-22";207085.0;278424.0
"Slovakia2021-23";134042.0;350347.0
"Slovakia2021-24";114893.0;382961.0
"Slovakia2021-25";98121.0;382432.0
"Slovakia2021-26";136789.0;298238.0
"Slovakia2021-27";136277.0;214280.0
"Slovakia2021-28";110866.0;161734.0
"Slovakia2021-29";68474.0;114585.0
"Slovakia2021-30";61197.0;120157.0
"Slovakia2021-31";65723.0;111138.0
"Slovakia2021-32";54937.0;95051.0
"Slovakia2021-33";57918.0;63086.0
"Slovakia2021-34";44336.0;54370.0
"Slovakia2021-35";31628.0;46109.0
"Slovakia2021-36";27375.0;44964.0
"Slovakia2021-37";29626.0;37485.0
"Slovakia2021-38";36766.0;33733.0
"Slovakia2021-39";32246.0;24899.0
"Slovakia2021-40";27159.0;22031.0
"Slovakia2021-41";22172.0;21300.0
"Slovakia2021-42";21431.0;25015.0
"Slovakia2021-43";23420.0;22557.0
"Slovakia2021-44";28334.0;18202.0
"Slovakia2021-45";63255.0;18201.0
"Slovakia2021-46";95062.0;17168.0
"Slovakia2021-47";103735.0;18541.0
"Slovakia2021-48";55869.0;19161.0
"Slovakia2021-49";44052.0;35494.0
"Slovakia2021-50";41120.0;54497.0
"Slovakia2021-51";19309.0;38926.0
"Slovakia2021-52";16691.0;38242.0
"Slovakia2022-01";26392.0;42968.0
"Slovakia2022-02";26603.0;42402.0
"Slovakia2022-03";20935.0;23577.0
"Slovakia2022-04";15574.0;23845.0
"Slovakia2022-05";7632.0;20916.0
"Slovakia2022-06";4516.0;17307.0
"Slovakia2022-07";2513.0;12745.0
"Slovakia2022-08";1598.0;8552.0
"Slovakia2022-09";945.0;4531.0
"Slovakia2022-10";859.0;3211.0
"Slovakia2022-11";1247.0;2229.0
"Slovakia2022-12";896.0;1573.0
"Slovakia2022-13";894.0;1269.0
"Slovakia2022-14";598.0;1250.0
"Slovakia2022-15";425.0;639.0
"Slovakia2022-16";370.0;930.0
"Slovakia2022-17";374.0;711.0
"Slovakia2022-18";365.0;617.0
"Slovakia2022-19";305.0;451.0
"Slovakia2022-20";238.0;426.0
"Slovakia2022-21";269.0;370.0
"Slovakia2022-22";251.0;295.0
"Slovakia2022-23";188.0;240.0
"Slovakia2022-24";166.0;294.0
"Slovakia2022-25";199.0;250.0
"Slovakia2022-26";224.0;222.0
"Slovakia2022-27";151.0;149.0
"Slovakia2022-28";216.0;210.0
"Slovakia2022-29";268.0;225.0
"Slovakia2022-30";223.0;212.0
"Slovakia2022-31";183.0;122.0
"Slovakia2022-32";264.0;213.0
"Slovakia2022-33";232.0;259.0
"Slovakia2022-34";217.0;237.0
"Slovakia2022-35";114.0;96.0
"Slovakia2022-36";245.0;249.0
"Slovakia2022-37";108.0;117.0
"Slovakia2022-38";158.0;179.0
"Slovakia2022-39";90.0;177.0
"Slovakia2022-40";109.0;172.0
"Slovakia2022-41";87.0;101.0
"Slovakia2022-42";84.0;123.0
"Slovakia2022-43";44.0;91.0
"Slovakia2022-44";42.0;93.0
"Slovakia2022-45";83.0;85.0
"Slovakia2022-46";72.0;62.0
"Slovakia2022-47";81.0;85.0
"Slovakia2022-48";64.0;48.0
"Slovakia2022-49";72.0;45.0
"Slovakia2022-50";54.0;54.0
"Slovakia2022-51";42.0;53.0
"Slovakia2022-52";7.0;24.0
"Slovakia2023-01";21.0;64.0
"Slovakia2023-02";94.0;69.0
"Slovakia2023-03";86.0;33.0
"Slovakia2023-04";55.0;13.0
"Slovakia2023-05";67.0;47.0
"Slovakia2023-06";39.0;30.0
"Slovakia2023-07";37.0;83.0
"Slovakia2023-08";26.0;27.0
"Slovakia2023-09";27.0;50.0
"Slovakia2023-10";55.0;13.0
"Slovakia2023-11";45.0;21.0
"Slovakia2023-12";52.0;15.0
"Slovakia2023-13";44.0;28.0
"Slovakia2023-14";20.0;30.0
"Slovakia2023-15";25.0;47.0
"Slovakia2023-16";20.0;16.0
"Slovakia2023-17";16.0;10.0
"Slovakia2023-18";7.0;15.0
"Slovakia2023-19";14.0;7.0
"Slovakia2023-20";6.0;14.0
"Slovakia2023-21";12.0;10.0
"Slovakia2023-22";2.0;3.0
"Slovakia2023-23";0.0;0.0
"Slovakia2023-24";0.0;0.0
"Slovakia2023-25";4.0;3.0
"Slovakia2023-26";4.0;0.0
"Slovakia2023-28";0.0;0.0
"Slovakia2023-29";0.0;0.0
"Slovakia2023-30";0.0;0.0
"Slovakia2023-32";0.0;0.0
"Slovakia2023-33";0.0;0.0
"Slovakia2023-34";0.0;0.0
"Slovakia2023-35";0.0;0.0
"Slovakia2023-36";0.0;0.0
"Slovakia2023-37";0.0;0.0
"Slovakia2023-38";0.0;0.0
"Slovakia2023-39";20.0;0.0
"Slovenia2020-52";8030.0;0.0
"Slovenia2020-53";13729.0;2.0
"Slovenia2021-01";45988.0;0.0
"Slovenia2021-02";36798.0;429.0
"Slovenia2021-03";9457.0;18897.0
"Slovenia2021-04";3352.0;43302.0
"Slovenia2021-05";2493.0;37001.0
"Slovenia2021-06";31961.0;9849.0
"Slovenia2021-07";42645.0;4711.0
"Slovenia2021-08";51223.0;2170.0
"Slovenia2021-09";42964.0;21077.0
"Slovenia2021-10";60627.0;37664.0
"Slovenia2021-11";20306.0;36182.0
"Slovenia2021-12";89073.0;15246.0
"Slovenia2021-13";103879.0;11561.0
"Slovenia2021-14";102283.0;5171.0
"Slovenia2021-15";66588.0;45415.0
"Slovenia2021-16";73559.0;57504.0
"Slovenia2021-17";36316.0;80794.0
"Slovenia2021-18";116337.0;74861.0
"Slovenia2021-19";141119.0;53058.0
"Slovenia2021-20";145420.0;78441.0
"Slovenia2021-21";66734.0;126891.0
"Slovenia2021-22";125911.0;136788.0
"Slovenia2021-23";101342.0;126736.0
"Slovenia2021-24";57477.0;80964.0
"Slovenia2021-25";28851.0;99504.0
"Slovenia2021-26";28300.0;104581.0
"Slovenia2021-27";36138.0;71511.0
"Slovenia2021-28";52871.0;42714.0
"Slovenia2021-29";50243.0;29730.0
"Slovenia2021-30";46854.0;30289.0
"Slovenia2021-31";36883.0;33852.0
"Slovenia2021-32";29888.0;32799.0
"Slovenia2021-33";35015.0;33308.0
"Slovenia2021-34";35204.0;30022.0
"Slovenia2021-35";30110.0;24502.0
"Slovenia2021-36";46826.0;26361.0
"Slovenia2021-37";127561.0;30539.0
"Slovenia2021-38";52083.0;23742.0
"Slovenia2021-39";25091.0;31623.0
"Slovenia2021-40";11288.0;67444.0
"Slovenia2021-41";8497.0;42524.0
"Slovenia2021-42";7929.0;22139.0
"Slovenia2021-43";10294.0;13447.0
"Slovenia2021-44";13531.0;11255.0
"Slovenia2021-45";22348.0;13078.0
"Slovenia2021-46";23011.0;14095.0
"Slovenia2021-47";13745.0;15188.0
"Slovenia2021-48";9179.0;21230.0
"Slovenia2021-49";5684.0;22890.0
"Slovenia2021-50";5669.0;16467.0
"Slovenia2021-51";8300.0;14120.0
"Slovenia2021-52";3116.0;6966.0
"Slovenia2022-01";4806.0;10391.0
"Slovenia2022-02";5795.0;14667.0
"Slovenia2022-03";2552.0;5780.0
"Slovenia2022-04";1878.0;5801.0
"Slovenia2022-05";1415.0;6461.0
"Slovenia2022-06";1066.0;4411.0
"Slovenia2022-07";913.0;3040.0
"Slovenia2022-08";320.0;1394.0
"Slovenia2022-09";248.0;970.0
"Slovenia2022-10";232.0;1012.0
"Slovenia2022-11";272.0;678.0
"Slovenia2022-12";255.0;658.0
"Slovenia2022-13";199.0;531.0
"Slovenia2022-14";189.0;626.0
"Slovenia2022-15";197.0;534.0
"Slovenia2022-16";136.0;386.0
"Slovenia2022-17";90.0;206.0
"Slovenia2022-18";162.0;385.0
"Slovenia2022-19";170.0;250.0
"Slovenia2022-20";109.0;214.0
"Slovenia2022-21";97.0;214.0
"Slovenia2022-22";90.0;195.0
"Slovenia2022-23";95.0;169.0
"Slovenia2022-24";63.0;193.0
"Slovenia2022-25";63.0;206.0
"Slovenia2022-26";97.0;157.0
"Slovenia2022-27";60.0;108.0
"Slovenia2022-28";94.0;164.0
"Slovenia2022-29";114.0;135.0
"Slovenia2022-30";115.0;161.0
"Slovenia2022-31";72.0;109.0
"Slovenia2022-32";99.0;126.0
"Slovenia2022-33";78.0;99.0
"Slovenia2022-34";98.0;172.0
"Slovenia2022-35";102.0;126.0
"Slovenia2022-36";86.0;124.0
"Slovenia2022-37";95.0;127.0
"Slovenia2022-38";66.0;138.0
"Slovenia2022-39";60.0;131.0
"Slovenia2022-40";89.0;186.0
"Slovenia2022-41";33.0;103.0
"Slovenia2022-42";34.0;89.0
"Slovenia2022-43";62.0;116.0
"Slovenia2022-44";16.0;24.0
"Slovenia2022-45";32.0;65.0
"Slovenia2022-46";22.0;41.0
"Slovenia2022-47";32.0;39.0
"Slovenia2022-48";26.0;40.0
"Slovenia2022-49";27.0;37.0
"Slovenia2022-50";46.0;54.0
"Slovenia2022-51";34.0;54.0
"Slovenia2022-52";14.0;32.0
"Slovenia2023-01";31.0;54.0
"Slovenia2023-02";15.0;28.0
"Slovenia2023-03";16.0;45.0
"Slovenia2023-04";28.0;32.0
"Slovenia2023-05";22.0;29.0
"Slovenia2023-06";24.0;18.0
"Slovenia2023-07";12.0;35.0
"Slovenia2023-08";22.0;24.0
"Slovenia2023-09";15.0;32.0
"Slovenia2023-10";50.0;27.0
"Slovenia2023-11";16.0;24.0
"Slovenia2023-12";8.0;41.0
"Slovenia2023-13";14.0;54.0
"Slovenia2023-14";12.0;22.0
"Slovenia2023-15";10.0;11.0
"Slovenia2023-16";5.0;14.0
"Slovenia2023-17";0.0;7.0
"Slovenia2023-18";15.0;8.0
"Slovenia2023-19";4.0;11.0
"Slovenia2023-20";0.0;6.0
"Slovenia2023-21";2.0;8.0
"Slovenia2023-22";0.0;5.0
"Slovenia2023-23";3.0;6.0
"Slovenia2023-24";0.0;4.0
"Slovenia2023-25";2.0;0.0
"Slovenia2023-26";2.0;2.0
"Slovenia2023-27";0.0;0.0
"Slovenia2023-28";0.0;0.0
"Slovenia2023-29";0.0;0.0
"Slovenia2023-30";4.0;2.0
"Slovenia2023-31";2.0;0.0
"Slovenia2023-32";1.0;0.0
"Slovenia2023-33";0.0;0.0
"Slovenia2023-34";3.0;4.0
"Slovenia2023-35";0.0;0.0
"Slovenia2023-36";2.0;6.0
"Slovenia2023-37";2.0;3.0
"Slovenia2023-38";6.0;0.0
"Slovenia2023-39";0.0;0.0
"Spain2020-53";286197.0;0.0
"Spain2021-01";963272.0;0.0
"Spain2021-02";1505306.0;6085.0
"Spain2021-03";747171.0;260596.0
"Spain2021-04";252176.0;857996.0
"Spain2021-05";208597.0;1324431.0
"Spain2021-06";531446.0;848336.0
"Spain2021-07";1023213.0;334188.0
"Spain2021-08";1578511.0;173653.0
"Spain2021-09";1686876.0;367747.0
"Spain2021-10";1330058.0;782484.0
"Spain2021-11";539818.0;1004311.0
"Spain2021-12";1584153.0;1011975.0
"Spain2021-13";2112760.0;543272.0
"Spain2021-14";3577770.0;505787.0
"Spain2021-15";3421321.0;630043.0
"Spain2021-16";2768269.0;1045517.0
"Spain2021-17";2755848.0;2143000.0
"Spain2021-18";3273662.0;2147282.0
"Spain2021-19";3094277.0;1946632.0
"Spain2021-20";3006523.0;1738765.0
"Spain2021-21";2634015.0;2033094.0
"Spain2021-22";3159735.0;2955499.0
"Spain2021-23";3675330.0;3242465.0
"Spain2021-24";3652898.0;3001295.0
"Spain2021-25";3260895.0;4289177.0
"Spain2021-26";3434317.0;4613831.0
"Spain2021-27";2917730.0;4612985.0
"Spain2021-28";2800710.0;3806196.0
"Spain2021-29";2677355.0;3239045.0
