"WeekCountry";"FstDose";"SecDose"
"Germany2021-24";4689022.0;7999726.0
"Germany2021-25";4768601.0;7083104.0
"Germany2021-26";4516810.0;5797292.0
"Germany2021-27";2990976.0;6144211.0
"Germany2021-28";2151811.0;6238507.0
"Germany2021-29";1491998.0;5089884.0
"Germany2021-30";1236753.0;4671138.0
"Germany2021-31";1046524.0;4101668.0
"Germany2021-32";1164336.0;3713471.0
"Germany2021-33";1307038.0;2542825.0
"Germany2021-34";1315667.0;1819298.0
"Germany2021-35";1134856.0;1413233.0
"Germany2021-36";968529.0;1246801.0
"Germany2021-37";985443.0;1295730.0
"Germany2021-38";833004.0;1243431.0
"Germany2021-39";628624.0;927111.0
"Germany2021-40";551513.0;850247.0
"Germany2021-41";504747.0;790016.0
"Germany2021-42";447620.0;719478.0
"Germany2021-43";440885.0;728928.0
"Germany2021-44";417478.0;617169.0
"Germany2021-45";566237.0;668994.0
"Germany2021-46";733104.0;653207.0
"Germany2021-47";1368741.0;780870.0
"Germany2021-48";1202514.0;833702.0
"Germany2021-49";958848.0;907072.0
"Germany2021-50";954828.0;1211651.0
"Germany2021-51";506015.0;804605.0
"Germany2021-52";334618.0;535165.0
"Germany2022-01";468894.0;1032729.0
"Germany2022-02";502082.0;1114884.0
"Germany2022-03";453697.0;941732.0
"Germany2022-04";337802.0;820856.0
"Germany2022-05";227417.0;611236.0
"Germany2022-06";155322.0;512002.0
"Germany2022-07";112648.0;392507.0
"Germany2022-08";95192.0;315322.0
"Germany2022-09";108703.0;219971.0
"Germany2022-10";83727.0;171046.0
"Germany2022-11";60538.0;123893.0
"Germany2022-12";52769.0;122903.0
"Germany2022-13";44252.0;98580.0
"Germany2022-14";35479.0;79660.0
"Germany2022-15";19932.0;39998.0
"Germany2022-16";21944.0;42305.0
"Germany2022-17";37085.0;64915.0
"Germany2022-18";21724.0;44511.0
"Germany2022-19";15878.0;31529.0
"Germany2022-20";14111.0;29534.0
"Germany2022-21";11741.0;21787.0
"Germany2022-22";11466.0;23291.0
"Germany2022-23";9778.0;18801.0
"Germany2022-24";11680.0;19532.0
"Germany2022-25";12230.0;20480.0
"Germany2022-26";13141.0;20260.0
"Germany2022-27";10664.0;17603.0
"Germany2022-28";11245.0;18133.0
"Germany2022-29";11520.0;15308.0
"Germany2022-30";9395.0;13440.0
"Germany2022-31";7999.0;11880.0
"Germany2022-32";7262.0;11430.0
"Germany2022-33";13534.0;16399.0
"Germany2022-34";7023.0;11166.0
"Germany2022-35";7371.0;10851.0
"Germany2022-36";7437.0;10454.0
"Germany2022-37";7215.0;11051.0
"Germany2022-38";7064.0;10606.0
"Germany2022-39";8659.0;13954.0
"Germany2022-40";9664.0;11132.0
"Germany2022-41";11225.0;10814.0
"Germany2022-42";9376.0;9610.0
"Germany2022-43";9490.0;8567.0
"Germany2022-44";7076.0;7784.0
"Germany2022-45";9003.0;7910.0
"Germany2022-46";7305.0;6369.0
"Germany2022-47";6216.0;6169.0
"Germany2022-48";5404.0;5781.0
"Germany2022-49";4072.0;4602.0
"Germany2022-50";4034.0;4367.0
"Germany2022-51";2923.0;3722.0
"Germany2022-52";1942.0;2705.0
"Germany2023-01";1638.0;2004.0
"Germany2023-02";2719.0;3033.0
"Germany2023-03";3526.0;2632.0
"Germany2023-04";2176.0;2037.0
"Germany2023-05";1884.0;1381.0
"Germany2023-06";996.0;1332.0
"Germany2023-07";972.0;1083.0
"Germany2023-08";944.0;1337.0
"Germany2023-09";1157.0;1490.0
"Germany2023-10";1109.0;1332.0
"Germany2023-11";1154.0;1271.0
"Germany2023-12";1102.0;1616.0
"Germany2023-13";1752.0;2325.0
"Germany2023-14";438.0;736.0
"Germany2023-15";136.0;229.0
"Germany2023-16";166.0;293.0
"Germany2023-17";153.0;177.0
"Germany2023-18";133.0;149.0
"Germany2023-19";135.0;90.0
"Germany2023-20";42.0;64.0
"Germany2023-21";56.0;64.0
"Germany2023-22";67.0;117.0
"Germany2023-23";26.0;35.0
"Germany2023-24";22.0;51.0
"Germany2023-25";33.0;35.0
"Germany2023-26";19.0;28.0
"Germany2023-27";14.0;25.0
"Germany2023-28";26.0;14.0
"Germany2023-29";17.0;21.0
"Germany2023-30";26.0;28.0
"Germany2023-31";24.0;6.0
"Germany2023-32";38.0;21.0
"Germany2023-33";608.0;336.0
"Germany2023-34";188.0;148.0
"Germany2023-35";38.0;20.0
"Hungary2020-52";3285.0;0.0
"Hungary2020-53";32232.0;0.0
"Hungary2021-01";176711.0;0.0
"Hungary2021-02";151663.0;2088.0
"Hungary2021-03";64915.0;32104.0
"Hungary2021-04";246786.0;170041.0
"Hungary2021-05";100386.0;143759.0
"Hungary2021-06";120019.0;72209.0
"Hungary2021-07";205054.0;234524.0
"Hungary2021-08";524562.0;76905.0
"Hungary2021-09";650513.0;97355.0
"Hungary2021-10";693897.0;182054.0
"Hungary2021-11";508652.0;163249.0
"Hungary2021-12";670864.0;409478.0
"Hungary2021-13";896968.0;440611.0
"Hungary2021-14";1082444.0;601077.0
"Hungary2021-15";726996.0;343727.0
"Hungary2021-16";668938.0;540005.0
"Hungary2021-17";924666.0;821688.0
"Hungary2021-18";442277.0;836219.0
"Hungary2021-19";581051.0;407611.0
"Hungary2021-20";730842.0;507734.0
"Hungary2021-21";231602.0;1154926.0
"Hungary2021-22";219175.0;725643.0
"Hungary2021-23";153580.0;399134.0
"Hungary2021-24";114603.0;482519.0
"Hungary2021-25";88237.0;664687.0
"Hungary2021-26";60885.0;360771.0
"Hungary2021-27";53142.0;243901.0
"Hungary2021-28";51558.0;192635.0
"Hungary2021-29";46720.0;118318.0
"Hungary2021-30";48621.0;102121.0
"Hungary2021-31";42382.0;48942.0
"Hungary2021-32";52018.0;43371.0
"Hungary2021-33";40265.0;32172.0
"Hungary2021-34";58417.0;44682.0
"Hungary2021-35";96561.0;43432.0
"Hungary2021-36";41684.0;38372.0
"Hungary2021-37";36065.0;39891.0
"Hungary2021-38";34371.0;78547.0
"Hungary2021-39";30497.0;41517.0
"Hungary2021-40";27202.0;33738.0
"Hungary2021-41";26815.0;31131.0
"Hungary2021-42";26788.0;27212.0
"Hungary2021-43";30063.0;25005.0
"Hungary2021-44";36280.0;24976.0
"Hungary2021-45";46548.0;25932.0
"Hungary2021-46";45569.0;27141.0
"Hungary2021-47";182013.0;47214.0
"Hungary2021-48";72541.0;37849.0
"Hungary2021-49";56649.0;37380.0
"Hungary2021-50";44156.0;74503.0
"Hungary2021-51";26992.0;43246.0
"Hungary2021-52";22383.0;33596.0
"Hungary2022-01";41029.0;64700.0
"Hungary2022-02";40430.0;40901.0
"Hungary2022-03";35243.0;26513.0
"Hungary2022-04";31983.0;28395.0
"Hungary2022-05";16371.0;25514.0
"Hungary2022-06";13355.0;26592.0
"Hungary2022-07";10017.0;23148.0
"Hungary2022-08";8346.0;17671.0
"Hungary2022-09";4840.0;8947.0
"Hungary2022-10";3008.0;5871.0
"Hungary2022-11";1888.0;3868.0
"Hungary2022-12";2422.0;3846.0
"Hungary2022-13";2290.0;2861.0
"Hungary2022-14";1629.0;1719.0
"Hungary2022-15";1220.0;1101.0
"Hungary2022-16";1640.0;1602.0
"Hungary2022-17";1617.0;1551.0
"Hungary2022-18";1497.0;1052.0
"Hungary2022-19";1373.0;1051.0
"Hungary2022-20";1159.0;932.0
"Hungary2022-21";1057.0;1064.0
"Hungary2022-22";804.0;795.0
"Hungary2022-23";671.0;670.0
"Hungary2022-24";760.0;718.0
"Hungary2022-25";731.0;534.0
"Hungary2022-26";294.0;246.0
"Hungary2022-27";695.0;480.0
"Hungary2022-28";740.0;469.0
"Hungary2022-29";886.0;370.0
"Hungary2022-30";887.0;454.0
"Hungary2022-31";887.0;443.0
"Hungary2022-32";1013.0;526.0
"Hungary2022-33";860.0;577.0
"Hungary2022-34";880.0;633.0
"Hungary2022-35";791.0;645.0
"Hungary2022-36";713.0;522.0
"Hungary2022-37";745.0;498.0
"Hungary2022-38";537.0;465.0
"Hungary2022-39";523.0;442.0
"Hungary2022-40";372.0;420.0
"Hungary2022-41";386.0;303.0
"Hungary2022-42";702.0;353.0
"Hungary2022-43";402.0;249.0
"Hungary2022-44";262.0;181.0
"Hungary2022-45";329.0;254.0
"Hungary2022-46";416.0;306.0
"Hungary2022-47";317.0;197.0
"Hungary2022-48";298.0;216.0
"Hungary2022-49";300.0;219.0
"Hungary2022-50";262.0;203.0
"Hungary2022-51";195.0;94.0
"Hungary2022-52";22.0;40.0
"Hungary2023-01";277.0;179.0
"Hungary2023-02";303.0;139.0
"Hungary2023-03";259.0;107.0
"Hungary2023-04";315.0;123.0
"Hungary2023-05";218.0;96.0
"Hungary2023-06";154.0;108.0
"Hungary2023-07";162.0;124.0
"Hungary2023-08";115.0;134.0
"Hungary2023-09";149.0;65.0
"Hungary2023-11";92.0;57.0
"Hungary2023-12";86.0;46.0
"Hungary2023-13";54.0;60.0
"Hungary2023-14";26.0;30.0
"Hungary2023-15";71.0;61.0
"Hungary2023-16";80.0;40.0
"Hungary2023-17";99.0;23.0
"Hungary2023-18";43.0;6.0
"Hungary2023-19";27.0;24.0
"Hungary2023-20";43.0;27.0
"Hungary2023-21";39.0;18.0
"Hungary2023-22";17.0;16.0
"Hungary2023-23";24.0;13.0
"Hungary2023-24";18.0;13.0
"Hungary2023-25";17.0;9.0
"Hungary2023-26";11.0;12.0
"Hungary2023-27";11.0;5.0
"Hungary2023-28";14.0;7.0
"Hungary2023-29";21.0;6.0
"Hungary2023-30";14.0;3.0
"Hungary2023-31";0.0;0.0
"Hungary2023-32";14.0;6.0
"Hungary2023-33";5.0;12.0
"Hungary2023-34";6.0;5.0
"Hungary2023-35";13.0;4.0
"Hungary2023-36";8.0;7.0
"Hungary2023-37";14.0;4.0
"Hungary2023-38";21.0;8.0
"Hungary2023-39";23.0;8.0
"Ireland2020-52";0.0;0.0
"Ireland2020-53";12411.0;76.0
"Ireland2021-01";140609.0;152.0
"Ireland2021-02";139959.0;118.0
"Ireland2021-03";130720.0;10957.0
"Ireland2021-04";20780.0;133835.0
"Ireland2021-05";25958.0;127191.0
"Ireland2021-06";78645.0;11899.0
"Ireland2021-07";106272.0;123186.0
"Ireland2021-08";190546.0;26565.0
"Ireland2021-09";182627.0;23114.0
"Ireland2021-10";180394.0;32716.0
"Ireland2021-11";98278.0;47318.0
"Ireland2021-12";194011.0;94526.0
"Ireland2021-13";187217.0;107440.0
"Ireland2021-14";182862.0;88661.0
"Ireland2021-15";225608.0;88954.0
"Ireland2021-16";297178.0;103905.0
"Ireland2021-17";331952.0;104996.0
"Ireland2021-18";398168.0;119280.0
"Ireland2021-19";448541.0;218168.0
"Ireland2021-20";486431.0;194326.0
"Ireland2021-21";370930.0;295992.0
"Ireland2021-22";341217.0;249396.0
"Ireland2021-23";313700.0;297237.0
"Ireland2021-24";191687.0;575515.0
"Ireland2021-25";217137.0;555821.0
"Ireland2021-26";249789.0;500453.0
"Ireland2021-27";278475.0;516379.0
"Ireland2021-28";368446.0;394625.0
"Ireland2021-29";429386.0;245877.0
"Ireland2021-30";313071.0;283449.0
"Ireland2021-31";203915.0;270580.0
"Ireland2021-32";158335.0;314921.0
"Ireland2021-33";175786.0;290063.0
"Ireland2021-34";138478.0;228661.0
"Ireland2021-35";69974.0;176108.0
"Ireland2021-36";39624.0;175795.0
"Ireland2021-37";31588.0;152249.0
"Ireland2021-38";24876.0;101095.0
"Ireland2021-39";21548.0;58276.0
"Ireland2021-40";13937.0;37223.0
"Ireland2021-41";13533.0;28516.0
"Ireland2021-42";23224.0;26534.0
"Ireland2021-43";24168.0;19074.0
"Ireland2021-44";19439.0;15855.0
"Ireland2021-45";18377.0;17172.0
"Ireland2021-46";20605.0;25450.0
"Ireland2021-47";20059.0;23036.0
"Ireland2021-48";17777.0;20547.0
"Ireland2021-49";10591.0;17095.0
"Ireland2021-50";12533.0;19428.0
"Ireland2021-51";8341.0;11393.0
"Ireland2021-52";8093.0;12607.0
"Ireland2022-01";62425.0;12755.0
"Ireland2022-02";104843.0;12749.0
"Ireland2022-03";48911.0;9876.0
"Ireland2022-04";16662.0;36968.0
"Ireland2022-05";14324.0;60221.0
"Ireland2022-06";13781.0;44105.0
"Ireland2022-07";11130.0;30413.0
"Ireland2022-08";9082.0;19226.0
"Ireland2022-09";5712.0;20858.0
"Ireland2022-10";3898.0;14272.0
"Ireland2022-11";3328.0;11753.0
"Ireland2022-12";4265.0;10874.0
"Ireland2022-13";4186.0;8028.0
"Ireland2022-14";3353.0;5560.0
"Ireland2022-15";2504.0;4037.0
"Ireland2022-16";2758.0;5393.0
"Ireland2022-17";2098.0;4675.0
"Ireland2022-18";2372.0;4452.0
"Ireland2022-19";2195.0;3759.0
"Ireland2022-20";2091.0;3517.0
"Ireland2022-21";1764.0;2988.0
"Ireland2022-22";1491.0;2753.0
"Ireland2022-23";1064.0;2438.0
"Ireland2022-24";1033.0;2043.0
"Ireland2022-25";1294.0;2391.0
"Ireland2022-26";1002.0;1670.0
"Ireland2022-27";1112.0;1399.0
"Ireland2022-28";1009.0;1414.0
"Ireland2022-29";894.0;1252.0
"Ireland2022-30";652.0;934.0
"Ireland2022-31";753.0;1084.0
"Ireland2022-32";639.0;893.0
"Ireland2022-33";739.0;714.0
"Ireland2022-34";809.0;844.0
"Ireland2022-35";563.0;705.0
"Ireland2022-36";663.0;757.0
"Ireland2022-37";466.0;736.0
"Ireland2022-38";501.0;677.0
"Ireland2022-39";403.0;616.0
"Ireland2022-40";500.0;511.0
"Ireland2022-41";592.0;532.0
"Ireland2022-42";678.0;397.0
"Ireland2022-43";431.0;343.0
"Ireland2022-44";535.0;446.0
"Ireland2022-45";435.0;497.0
"Ireland2022-46";351.0;350.0
"Ireland2022-47";346.0;350.0
"Ireland2022-48";305.0;360.0
"Ireland2022-49";290.0;358.0
"Ireland2022-50";199.0;259.0
"Ireland2022-51";127.0;139.0
"Ireland2022-52";274.0;188.0
"Ireland2023-01";608.0;406.0
"Ireland2023-02";548.0;291.0
"Ireland2023-03";361.0;184.0
"Ireland2023-04";241.0;279.0
"Ireland2023-05";272.0;287.0
"Ireland2023-06";248.0;328.0
"Ireland2023-07";174.0;271.0
"Ireland2023-08";479.0;238.0
"Ireland2023-09";305.0;206.0
"Ireland2023-10";213.0;182.0
"Ireland2023-11";170.0;288.0
"Ireland2023-12";210.0;314.0
"Ireland2023-13";210.0;255.0
"Ireland2023-14";148.0;207.0
"Ireland2023-15";176.0;230.0
"Ireland2023-16";132.0;176.0
"Ireland2023-17";127.0;117.0
"Ireland2023-18";115.0;130.0
"Ireland2023-19";151.0;82.0
"Ireland2023-20";199.0;84.0
"Ireland2023-21";222.0;68.0
"Ireland2023-22";171.0;76.0
"Ireland2023-23";112.0;64.0
"Ireland2023-24";125.0;73.0
"Ireland2023-25";44.0;45.0
"Ireland2023-26";36.0;56.0
"Ireland2023-27";47.0;55.0
"Ireland2023-28";29.0;48.0
"Ireland2023-29";27.0;26.0
"Ireland2023-30";30.0;39.0
"Ireland2023-31";41.0;16.0
"Ireland2023-32";31.0;20.0
"Ireland2023-33";62.0;24.0
"Ireland2023-34";50.0;17.0
"Ireland2023-35";68.0;22.0
"Ireland2023-36";40.0;28.0
"Ireland2023-37";38.0;36.0
"Italy2020-52";21598.0;6.0
"Italy2020-53";351899.0;39.0
"Italy2021-01";1631910.0;102.0
"Italy2021-02";1617484.0;9465.0
"Italy2021-03";404479.0;326280.0
"Italy2021-04";95798.0;1587519.0
"Italy2021-05";224764.0;1596951.0
"Italy2021-06";880386.0;424394.0
"Italy2021-07";1414412.0;124013.0
"Italy2021-08";2221194.0;195630.0
"Italy2021-09";2721131.0;766423.0
"Italy2021-10";2820850.0;1057198.0
"Italy2021-11";1896052.0;1463414.0
"Italy2021-12";3333836.0;1476316.0
"Italy2021-13";3652383.0;1443465.0
"Italy2021-14";4473644.0;1438905.0
"Italy2021-15";4994845.0;1632466.0
"Italy2021-16";5237129.0;2186186.0
"Italy2021-17";6075186.0;2879737.0
"Italy2021-18";6680733.0;3221806.0
"Italy2021-19";6744733.0;3448872.0
"Italy2021-20";6191224.0;4177249.0
"Italy2021-21";6092910.0;4548011.0
"Italy2021-22";8652835.0;2392910.0
"Italy2021-23";9367829.0;2320202.0
"Italy2021-24";6196913.0;5009122.0
"Italy2021-25";5490170.0;5932342.0
"Italy2021-26";4167178.0;6711047.0
"Italy2021-27";2457603.0;8615554.0
"Italy2021-28";1780730.0;9475318.0
"Italy2021-29";2448445.0;8418724.0
"Italy2021-30";2946066.0;6767808.0
"Italy2021-31";2916551.0;5012571.0
"Italy2021-32";2552117.0;2694359.0
"Italy2021-33";1963118.0;1973925.0
"Italy2021-34";2053752.0;2768773.0
"Italy2021-35";2071350.0;2934983.0
"Italy2021-36";1469984.0;2920441.0
"Italy2021-37";2097069.0;2173293.0
"Italy2021-38";2431236.0;2155497.0
"Italy2021-39";1900414.0;1551888.0
"Italy2021-40";1637543.0;1213834.0
"Italy2021-41";1968158.0;1423295.0
"Italy2021-42";1373349.0;1093297.0
"Italy2021-43";1127164.0;816597.0
"Italy2021-44";1037967.0;703762.0
"Italy2021-45";1265345.0;612621.0
"Italy2021-46";1394417.0;437071.0
"Italy2021-47";2062426.0;393159.0
"Italy2021-48";551602.0;357440.0
"Italy2021-49";591792.0;355852.0
"Italy2021-50";579662.0;397263.0
"Italy2021-51";366068.0;319358.0
"Italy2021-52";477627.0;420602.0
"Italy2022-01";725529.0;712465.0
"Italy2022-02";944866.0;771973.0
"Italy2022-03";701332.0;651535.0
"Italy2022-04";515390.0;718047.0
"Italy2022-05";393262.0;851776.0
"Italy2022-06";563573.0;2536961.0
"Italy2022-07";374982.0;1835167.0
"Italy2022-08";279553.0;1319124.0
"Italy2022-09";75704.0;330746.0
"Italy2022-10";52426.0;217308.0
"Italy2022-11";43306.0;145728.0
"Italy2022-12";31451.0;125690.0
"Italy2022-13";19807.0;70409.0
"Italy2022-14";16241.0;61700.0
"Italy2022-15";14240.0;46881.0
"Italy2022-16";11802.0;37215.0
"Italy2022-17";9556.0;27645.0
"Italy2022-18";8193.0;22353.0
"Italy2022-19";6664.0;18975.0
"Italy2022-20";6051.0;16762.0
"Italy2022-21";5027.0;15471.0
"Italy2022-22";3139.0;8947.0
"Italy2022-23";4258.0;11682.0
"Italy2022-24";3951.0;9658.0
"Italy2022-25";4159.0;9177.0
"Italy2022-26";4244.0;8201.0
"Italy2022-27";4871.0;7714.0
"Italy2022-28";6067.0;7931.0
"Italy2022-29";6294.0;7597.0
"Italy2022-30";6536.0;6820.0
"Italy2022-31";5671.0;6116.0
"Italy2022-32";4325.0;4599.0
"Italy2022-33";2870.0;3561.0
"Italy2022-34";4125.0;4801.0
"Italy2022-35";3779.0;4466.0
"Italy2022-36";3890.0;3988.0
"Italy2022-37";3220.0;3343.0
"Italy2022-38";2510.0;2978.0
"Italy2022-39";2552.0;3222.0
"Italy2022-40";2867.0;3003.0
"Italy2022-41";2933.0;2714.0
"Italy2022-42";3503.0;3090.0
"Italy2022-43";3726.0;3048.0
"Italy2022-44";2238.0;1824.0
"Italy2022-45";3149.0;2597.0
"Italy2022-46";2945.0;2745.0
"Italy2022-47";2634.0;2226.0
"Italy2022-48";2839.0;2533.0
"Italy2022-49";2088.0;1681.0
"Italy2022-50";2421.0;2821.0
"Italy2022-51";1725.0;2096.0
"Italy2022-52";1315.0;1203.0
"Italy2023-01";1494.0;1040.0
"Italy2023-02";2030.0;1584.0
"Italy2023-03";1720.0;1375.0
"Italy2023-04";1520.0;1548.0
"Italy2023-05";1110.0;1324.0
"Italy2023-06";983.0;1116.0
"Italy2023-07";748.0;1138.0
"Italy2023-08";1015.0;1162.0
"Italy2023-09";709.0;853.0
"Italy2023-10";522.0;676.0
"Italy2023-11";619.0;620.0
"Italy2023-12";655.0;788.0
"Italy2023-13";458.0;600.0
"Italy2023-14";241.0;439.0
"Italy2023-15";296.0;332.0
"Italy2023-16";395.0;448.0
"Italy2023-17";242.0;295.0
"Italy2023-18";161.0;132.0
"Italy2023-19";294.0;336.0
"Italy2023-20";200.0;320.0
"Italy2023-21";185.0;235.0
"Italy2023-22";124.0;143.0
"Italy2023-23";188.0;176.0
"Italy2023-24";51.0;256.0
"Italy2023-25";83.0;124.0
"Italy2023-26";80.0;153.0
"Italy2023-27";15.0;9.0
"Italy2023-28";62.0;40.0
"Italy2023-29";48.0;30.0
"Italy2023-30";61.0;47.0
"Italy2023-31";20.0;20.0
"Italy2023-32";37.0;42.0
"Italy2023-33";25.0;20.0
"Italy2023-34";87.0;35.0
"Italy2023-35";61.0;38.0
"Italy2023-36";36.0;31.0
"Italy2023-37";21.0;44.0
"Italy2023-38";20.0;38.0
"Italy2023-39";11.0;61.0
"Latvia2020-52";0.0;0.0
"Latvia2020-53";6418.0;2.0
"Latvia2021-01";13242.0;0.0
"Latvia2021-02";24793.0;2.0
"Latvia2021-03";2503.0;6155.0
"Latvia2021-04";581.0;12657.0
"Latvia2021-05";1969.0;21493.0
"Latvia2021-06";8588.0;4987.0
"Latvia2021-07";21009.0;1434.0
"Latvia2021-08";36260.0;638.0
"Latvia2021-09";39605.0;2680.0
"Latvia2021-10";31361.0;315.0
"Latvia2021-11";9642.0;2074.0
"Latvia2021-12";44216.0;6554.0
"Latvia2021-13";40602.0;6835.0
"Latvia2021-14";60878.0;3261.0
"Latvia2021-15";67213.0;4505.0
"Latvia2021-16";79235.0;24138.0
"Latvia2021-17";93202.0;34054.0
"Latvia2021-18";115508.0;57120.0
"Latvia2021-19";145881.0;82351.0
"Latvia2021-20";104328.0;112683.0
"Latvia2021-21";91209.0;145897.0
"Latvia2021-22";69376.0;162557.0
"Latvia2021-23";71232.0;122197.0
"Latvia2021-24";59814.0;104907.0
"Latvia2021-25";19296.0;44416.0
"Latvia2021-26";56277.0;105095.0
"Latvia2021-27";57930.0;57657.0
"Latvia2021-28";51585.0;18542.0
"Latvia2021-29";46145.0;31298.0
"Latvia2021-30";41750.0;32654.0
"Latvia2021-31";43736.0;26931.0
"Latvia2021-32";42704.0;29126.0
"Latvia2021-33";41934.0;31137.0
"Latvia2021-34";41171.0;31196.0
"Latvia2021-35";35620.0;34030.0
"Latvia2021-36";34061.0;32635.0
"Latvia2021-37";35070.0;34815.0
"Latvia2021-38";52001.0;32507.0
"Latvia2021-39";60108.0;30565.0
"Latvia2021-40";72965.0;29596.0
"Latvia2021-41";138664.0;29157.0
"Latvia2021-42";145848.0;27234.0
"Latvia2021-43";118030.0;35044.0
"Latvia2021-44";83818.0;73397.0
"Latvia2021-45";65382.0;80601.0
"Latvia2021-46";39299.0;42788.0
"Latvia2021-47";34473.0;63516.0
"Latvia2021-48";23959.0;46605.0
"Latvia2021-49";19199.0;35538.0
"Latvia2021-50";17413.0;24330.0
"Latvia2021-51";12974.0;14853.0
"Latvia2021-52";10428.0;14001.0
"Latvia2022-01";14339.0;15510.0
"Latvia2022-02";12946.0;10220.0
"Latvia2022-03";10350.0;7630.0
"Latvia2022-04";7823.0;7304.0
"Latvia2022-05";4113.0;6712.0
"Latvia2022-06";2597.0;6055.0
"Latvia2022-07";1741.0;4822.0
"Latvia2022-08";1250.0;3360.0
"Latvia2022-09";1017.0;2043.0
"Latvia2022-10";966.0;1675.0
"Latvia2022-11";1050.0;1324.0
"Latvia2022-12";1040.0;1009.0
"Latvia2022-13";738.0;1000.0
"Latvia2022-14";692.0;799.0
"Latvia2022-15";515.0;698.0
"Latvia2022-16";464.0;612.0
"Latvia2022-17";419.0;639.0
"Latvia2022-18";322.0;389.0
"Latvia2022-19";292.0;407.0
"Latvia2022-20";333.0;391.0
"Latvia2022-21";260.0;362.0
"Latvia2022-22";258.0;233.0
"Latvia2022-23";186.0;252.0
"Latvia2022-24";222.0;299.0
"Latvia2022-25";101.0;97.0
"Latvia2022-26";266.0;262.0
"Latvia2022-27";213.0;305.0
"Latvia2022-28";253.0;230.0
"Latvia2022-29";302.0;231.0
"Latvia2022-30";379.0;310.0
"Latvia2022-31";416.0;319.0
"Latvia2022-32";400.0;386.0
"Latvia2022-33";294.0;347.0
"Latvia2022-34";286.0;381.0
"Latvia2022-35";214.0;303.0
"Latvia2022-36";247.0;240.0
"Latvia2022-37";281.0;305.0
"Latvia2022-38";360.0;297.0
"Latvia2022-39";262.0;261.0
"Latvia2022-40";243.0;262.0
"Latvia2022-41";210.0;318.0
"Latvia2022-42";327.0;263.0
"Latvia2022-43";208.0;241.0
"Latvia2022-44";183.0;224.0
"Latvia2022-45";155.0;216.0
"Latvia2022-46";196.0;154.0
"Latvia2022-47";191.0;172.0
"Latvia2022-48";98.0;171.0
"Latvia2022-49";121.0;167.0
"Latvia2022-50";153.0;90.0
"Latvia2022-51";92.0;66.0
"Latvia2022-52";313.0;413.0
"Latvia2023-01";51.0;56.0
"Latvia2023-02";71.0;86.0
"Latvia2023-03";58.0;127.0
"Latvia2023-04";56.0;49.0
"Latvia2023-05";57.0;50.0
"Latvia2023-06";59.0;46.0
"Latvia2023-07";34.0;49.0
"Latvia2023-08";73.0;58.0
"Latvia2023-09";70.0;46.0
"Latvia2023-10";22.0;28.0
"Latvia2023-11";131.0;23.0
"Latvia2023-12";23.0;51.0
"Latvia2023-13";16.0;14.0
"Latvia2023-14";13.0;33.0
"Latvia2023-15";37.0;20.0
"Latvia2023-16";17.0;28.0
"Latvia2023-17";15.0;21.0
"Latvia2023-18";27.0;5.0
"Latvia2023-19";4.0;22.0
"Latvia2023-20";12.0;6.0
"Latvia2023-21";8.0;14.0
"Latvia2023-22";8.0;0.0
"Latvia2023-23";14.0;6.0
"Latvia2023-24";0.0;12.0
"Latvia2023-25";6.0;2.0
"Latvia2023-26";2.0;8.0
"Latvia2023-27";8.0;2.0
"Latvia2023-28";0.0;2.0
"Latvia2023-29";8.0;6.0
"Latvia2023-30";6.0;6.0
"Latvia2023-31";4.0;2.0
"Latvia2023-32";8.0;2.0
"Liechtenstein2021-01";8.0;0.0
"Liechtenstein2021-02";80.0;0.0
"Liechtenstein2021-03";668.0;0.0
"Liechtenstein2021-04";873.0;0.0
"Liechtenstein2021-05";150.0;64.0
"Liechtenstein2021-06";40.0;632.0
"Liechtenstein2021-07";1066.0;320.0
"Liechtenstein2021-08";831.0;615.0
"Liechtenstein2021-09";1084.0;88.0
"Liechtenstein2021-10";1316.0;42.0
"Liechtenstein2021-11";172.0;1098.0
"Liechtenstein2021-12";1489.0;811.0
"Liechtenstein2021-13";990.0;1074.0
"Liechtenstein2021-14";502.0;1314.0
"Liechtenstein2021-15";2788.0;168.0
"Liechtenstein2021-16";3797.0;1471.0
"Liechtenstein2021-17";2148.0;982.0
"Liechtenstein2021-18";2234.0;490.0
"Liechtenstein2021-19";1221.0;2736.0
"Liechtenstein2021-20";1776.0;3747.0
"Liechtenstein2021-21";2302.0;2150.0
"Liechtenstein2021-22";3398.0;2184.0
"Liechtenstein2021-23";4471.0;1279.0
"Liechtenstein2021-24";3948.0;1699.0
"Liechtenstein2021-25";883.0;2275.0
"Liechtenstein2021-26";1302.0;3270.0
"Liechtenstein2021-27";865.0;4295.0
"Liechtenstein2021-28";826.0;3838.0
"Liechtenstein2021-29";65.0;1123.0
"Liechtenstein2021-30";22.0;8.0
"Liechtenstein2021-31";4.0;0.0
"Liechtenstein2021-32";811.0;2304.0
"Liechtenstein2021-33";1470.0;789.0
"Liechtenstein2021-34";1709.0;130.0
"Liechtenstein2021-35";18.0;2.0
"Liechtenstein2021-36";61.0;668.0
"Liechtenstein2021-37";1690.0;1503.0
"Liechtenstein2021-38";680.0;1783.0
"Liechtenstein2021-39";329.0;45.0
"Liechtenstein2021-40";330.0;48.0
"Liechtenstein2021-41";78.0;274.0
"Liechtenstein2021-42";95.0;1808.0
